MOD NAME,PAGE LINK,NEXUS DOWNLOAD LINK,VERSION,COMMENT
Shal Overgrown,https://www.nexusmods.com/morrowind/mods/47219,https://www.nexusmods.com/morrowind/mods/47219?tab=files&file_id=1000016772,1.05,
OAAB - Tombs and Towers,https://www.nexusmods.com/morrowind/mods/49131,https://www.nexusmods.com/morrowind/mods/49131?tab=files&file_id=1000032573,1.3b,
Mines and Caverns,https://www.nexusmods.com/morrowind/mods/44893,https://www.nexusmods.com/morrowind/mods/44893?tab=files&file_id=1000023271,6.2,
New Ilunibi,https://www.nexusmods.com/morrowind/mods/50393,https://www.nexusmods.com/morrowind/mods/50393?tab=files&file_id=1000029154,1.2,
New Ilunibi Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Berandas Overhaul,https://www.nexusmods.com/morrowind/mods/48236,https://www.nexusmods.com/morrowind/mods/48236?tab=files&file_id=1000023720,2.1,
Maren's Misfit Mabrigash,https://www.nexusmods.com/morrowind/mods/48709,https://www.nexusmods.com/morrowind/mods/48709?tab=files&file_id=1000032657,1.2.1,
Of Eggs and Dwarves (OpenMW),https://www.nexusmods.com/morrowind/mods/51171,https://www.nexusmods.com/morrowind/mods/51171?tab=files&file_id=1000031752,1.3,
The Vestige of Bethaleft,https://www.nexusmods.com/morrowind/mods/50663,https://www.nexusmods.com/morrowind/mods/50663?tab=files&file_id=1000028919,1.0,
Caverns Overhaul - Fixed and Improved,https://www.nexusmods.com/morrowind/mods/48683,https://www.nexusmods.com/morrowind/mods/48683?tab=files&file_id=1000022904,1.0,"Caverns Overhaul by Luigian - Individual mods (Fixed and Improved), Dubdilla Location Fix included"
Dagoth Ur Fleshed Out,https://www.nexusmods.com/morrowind/mods/54070,,,
Suran Sewers,https://www.nexusmods.com/morrowind/mods/51499,,,
Kogoruhn - Extinct City of Ash and Sulfur,https://www.nexusmods.com/morrowind/mods/51615,,,
The Woe of Indalen Tomb (BCOM),https://www.nexusmods.com/morrowind/mods/54661,,,
The Stone Halls of Solstheim - Reforged,https://www.nexusmods.com/morrowind/mods/49841,,,
Vennin's Hlaalu Ancestral Tomb,https://www.nexusmods.com/morrowind/mods/54556,,,
Vennin's Hlervi Tomb Overhaul,https://www.nexusmods.com/morrowind/mods/54568,,,
Seran Ancestral Tomb Overhaul,https://www.nexusmods.com/morrowind/mods/54918,,,
OAAB Greater Samarys Tomb,https://www.nexusmods.com/morrowind/mods/52781,,,
Superior Shulk Eggmine,https://www.nexusmods.com/morrowind/mods/53785,,,
Selfishness of the Sea,https://www.nexusmods.com/morrowind/mods/54523,,,
Dunmer Strongholds (VO),https://www.nexusmods.com/morrowind/mods/51194,,,Fix: https://www.nexusmods.com/morrowind/mods/51194?tab=files&file_id=1000039743
Undercity,https://www.nexusmods.com/morrowind/mods/54773,,,
Mamaea Awakened,https://www.nexusmods.com/morrowind/mods/46096,,,
Mamaea Awakened Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
NEW DUNGEONS,,,,
Drethos Ancestral Tomb,https://www.nexusmods.com/morrowind/mods/53481,,,
From Wind Into Stone,https://www.nexusmods.com/morrowind/mods/54753,,,
Blackthorn Barrow,https://www.nexusmods.com/morrowind/mods/49232,,,
Caldera Priory and the Depths of Blood and Bone,https://www.nexusmods.com/morrowind/mods/52898,,,
EXTERIOR OVERHAULS,,,,
Meteorite Ministry,https://www.nexusmods.com/morrowind/mods/45506,https://www.nexusmods.com/morrowind/mods/45506?tab=files&file_id=1000009875,1.3,
Telvanni Lighthouse in Tel Vos,https://www.nexusmods.com/morrowind/mods/42744,https://www.nexusmods.com/morrowind/mods/42744?tab=files&file_id=1000015027,1.4.1,Insstall update file too
Shrine of Boethiah Expansion,https://www.nexusmods.com/morrowind/mods/49331,https://www.nexusmods.com/morrowind/mods/49331?tab=files&file_id=1000023058,1.0,
Shrine of Azura,https://www.nexusmods.com/morrowind/mods/48278,https://www.nexusmods.com/morrowind/mods/48278?tab=files&file_id=1000026468,1.0a,
OAAB - Foyada Mamaea,https://www.nexusmods.com/morrowind/mods/46424,https://www.nexusmods.com/morrowind/mods/46424?tab=files&file_id=1000031813,1.1,
Finding the Erabenimsun Ashlander Camp,https://www.nexusmods.com/morrowind/mods/49227,https://www.nexusmods.com/morrowind/mods/49227?tab=files&file_id=1000022585,1,BCOM Version
OAAB Dwemer Pavements,https://www.nexusmods.com/morrowind/mods/50237,https://www.nexusmods.com/morrowind/mods/50237?tab=files&file_id=1000027093,1.2,
Concept Art Palace (Vivec CIty),https://www.nexusmods.com/morrowind/mods/48136,https://www.nexusmods.com/morrowind/mods/48136?tab=files&file_id=1000028771,1.9.1,
Immersive Grotto Entrances (LMMCR & Mines and Caverns Patch),https://www.nexusmods.com/morrowind/mods/54014,,,LMMCR & Mines and Caverns Patch
Concept Arts plantations,https://www.nexusmods.com/morrowind/mods/50020,,,
Solstheim Tomb of the Snow Prince,https://www.nexusmods.com/morrowind/mods/46810,,,"VERSION 2.2.1, newer version not compatible with other mods and patches"
Sheogorad - Groves of the North,https://www.nexusmods.com/morrowind/mods/48240,,,
Justice for Khartag,https://www.nexusmods.com/morrowind/mods/49832,,,
Red Mountain Reborn,https://www.nexusmods.com/morrowind/mods/48669,,,
Caldera Mine Expanded - Simplified and bug-free,https://www.nexusmods.com/morrowind/mods/52840,,,
The StoneWood Pass Reworked,https://www.nexusmods.com/morrowind/mods/49464,,,
SHADERS,,,,
MOMW Post Processing Pack,https://modding-openmw.gitlab.io/momw-post-processing-pack,,,
OpenMW Distortion Effects,https://www.nexusmods.com/morrowind/mods/55027,,,
OpenMW Distortion Effects Patches,https://www.nexusmods.com/morrowind/mods/55032,,,"Amazing Atronachs Patch, Improved Lights for All Shaders Patch, Logs On Fire Patch"
Devilish Alcohol Overhaul,https://www.nexusmods.com/morrowind/mods/55038,,,
TOWNS & CITIES,,,,
Beautiful Cities of Morrowind,https://www.nexusmods.com/morrowind/mods/49231,,,
Beautiful Cities of Morrowind Normal Mapped,https://www.nexusmods.com/morrowind/mods/52567,,,
Nordic Dagon Fel,https://www.nexusmods.com/morrowind/mods/49603,,,
Nordic Dagon Fel NPCs,https://www.nexusmods.com/morrowind/mods/52390,,,
Ald'ruhn-under-Skar,https://www.nexusmods.com/morrowind/mods/50332,,,
GROUNDCOVER,,,,
Aesthesia Groundcover Reworked,https://www.nexusmods.com/morrowind/mods/52384,,,
NEEDS TO OVERWRITE,,,,
BCOM Patches,https://www.nexusmods.com/morrowind/mods/49231,,,
Animated Morrowind OpenMW Weapon Sheathing patch,https://www.nexusmods.com/morrowind/mods/53479,,,
Distant Fixes Lua Edition,https://modding-openmw.gitlab.io/distant-fixes-lua-edition/,,,
Delta-merged,,,,
Indoril Helm Override,https://www.dropbox.com/scl/fi/h5nu7usgqtacyed3bgw3e/Indoril-Helm-Override.7z?rlkey=zg5dnfmc5tpaxlu5izdc1hnky&st=679so34o&dl=0,,,
AdvancedCamera,https://gitlab.com/ptmikheev/openmw-lua-examples#advanced-camera,,,
TOOLS,,,,
Integrate OpenMW with Steam,https://steamcommunity.com/sharedfiles/filedetails/?id=2795823790,,,If you care about play time or screenshots on Steam
Kezyma's OpenMW Player for Mod Organizer 2,https://www.nexusmods.com/morrowind/mods/52345,,,Must have
Delta Plugin,https://gitlab.com/bmwinger/delta-plugin/-/releases,,,"Merge objects and leveled lists, very important."
PLOX - Load order sorter,https://www.nexusmods.com/morrowind/mods/54262?tab=description,,,Sort your load order and resolve conflicts.
NEW MODS,,,,I don't install mods mid playthrough but I would add some of those if I could
The Abecean Isles,https://github.com/mothpot/TES3A-Abecean-Isles,,,
Fair Care (OpenMW),https://www.nexusmods.com/morrowind/mods/55293,,,
Weapon Refinement Lua,https://www.nexusmods.com/morrowind/mods/54712,,,
OpenMW Farming,https://github.com/ComeBESNIER/OpenMW-Farming,,,
Levels and Limits,https://github.com/ChitinWarAxe/LevelsAndLimits,,,
Hunterwind (OpenMW Only),https://www.nexusmods.com/morrowind/mods/54808,,,
Solthas Combat Pack (OpenMW Lua),https://www.nexusmods.com/morrowind/mods/52221,,,
Robe of Moon and Star,https://www.nexusmods.com/morrowind/mods/52502,,,
Daggerfall Dungeon Map (OpenMW Lua),https://www.nexusmods.com/morrowind/mods/52334,,,
Harvest Lights,https://modding-openmw.gitlab.io/harvest-lights/,,,
OpenMW Enhanced Invisibility,https://gitlab.com/fallchildren/openmw-enhanced-invisibility,,,
Scalable Dwemer Puzzle Box Randomizer ,https://modding-openmw.gitlab.io/gonzos-scalable-dwemer-puzzle-box-randomizer/,,,
Go Home! - Locking Doors,https://modding-openmw.gitlab.io/go-home/locking-doors/,,,
Animated Levitation,https://gitlab.com/fallchildren/openmw-animated-levitation,,,
Skoomaesthesia OpenMW Port,https://gitlab.com/fallchildren/openmw-skoomaesthesia-port,,,https://www.nexusmods.com/morrowind/mods/49920
Sea Forts of Morrowind,https://www.nexusmods.com/morrowind/mods/54700,,,
Luamics - OpenMW Mimic Spawner,https://modding-openmw.gitlab.io/s3ctors-s3cret-st4sh/luamics/,,,
3rd Person Alt Attacks (ReAnimation plugin),https://gitlab.com/fallchildren/openmw-third-person-alt-attacks,,,
Turn Around- openmw lua,https://www.nexusmods.com/morrowind/mods/56011,,,
Fresh Loot (OpenMW),https://www.nexusmods.com/morrowind/mods/56005,,,
Imperial Magicka Regeneration (For OpenMW 0.49),https://www.nexusmods.com/morrowind/mods/53923,,,
Talking Trains Speechcraft-openmw lua,https://www.nexusmods.com/morrowind/mods/56078,,,
Vurt's Morrowind Visual Resurgence,https://www.nexusmods.com/morrowind/mods/56037?,,,
Ald'Ruhn Outskirts - Ancestral Refuge,https://www.nexusmods.com/morrowind/mods/55944,,,
Harder Better Faster Stronger (OpenMW),https://www.nexusmods.com/morrowind/mods/55542,,,
Netch Adamantium Armor Upscaled,https://www.nexusmods.com/morrowind/mods/56161,,,
OpenMW Upscaled Inventory Icons,https://www.nexusmods.com/morrowind/mods/56159,,,
Dwemer Legacy Reforged - Arkngthunch-Sturdumz,https://www.nexusmods.com/morrowind/mods/54807,,,
SM Sword of a Dead Hero,https://www.nexusmods.com/morrowind/mods/56050,,,
Limitless Storage for all Containers,https://www.nexusmods.com/morrowind/mods/55023,,,
Abb's Miscellaneous Items Renamed,https://www.nexusmods.com/morrowind/mods/56146,,,
Store Ingredients Ring (OpenMW),https://www.nexusmods.com/morrowind/mods/55309,,,
Corporeal Carryable Containers,https://www.nexusmods.com/morrowind/mods/53772,,,
The Wake of Hanin - Ibar-Dad Overhaul,https://www.nexusmods.com/morrowind/mods/56206,,,
Kumarahaz - The Bandit Lair,https://www.nexusmods.com/morrowind/mods/56192,,,
Better Merchants Skills OpenMW,https://gitlab.com/modding-openmw/better-merchants-skills-openmw,,,
Scalable Dwemer Puzzle Box Randomizer ,https://modding-openmw.gitlab.io/gonzos-scalable-dwemer-puzzle-box-randomizer/,,,
Camera Noise (OpenMW),https://www.dropbox.com/scl/fi/4tplw3wp00pgkhofqzevu/Camera-Noise.7z?rlkey=12m0jg2qygizndmcycjzkwc4b&st=06sivj53&dl=0,,,Adds a natural camera noise effect. Customize by editing values in cameranoise.lua file. https://imgur.com/a/2AwQ3R3 Made by Epoch on OpenMW discord server.
OPENMW - Chim Climbing,https://modding-openmw.gitlab.io/s3ctors-s3cret-st4sh/chim_climbing/,https://www.nexusmods.com/morrowind/mods/56296,,
OMW Achievements,https://caz1que.gitlab.io/omw-achievements/,https://www.nexusmods.com/morrowind/mods/56298,,
AFFresh,https://www.nexusmods.com/morrowind/mods/53006,,,
AFFresh - Fully Voiced,https://www.nexusmods.com/morrowind/mods/56331,,,
Custom Spell Hotkeys for OpenMW,https://www.nexusmods.com/morrowind/mods/56350,,,
Oblivion-Style Lockpicking (OpenMW),https://www.nexusmods.com/morrowind/mods/56355,,,
Portable Autosorter (OpenMW 0.49),https://www.nexusmods.com/morrowind/mods/53703,,,
Dodge (OpenMW),https://www.nexusmods.com/morrowind/mods/56414,,,
OpenMWLuaPhysics,https://github.com/MaxYari/OpenMWLuaPhysics,,,
Aetherwind,https://www.nexusmods.com/morrowind/mods/56459,,,
Aether Pirate's Discovery,https://www.nexusmods.com/morrowind/mods/53320,,,
Devilish Needs (OpenMW 0.49),https://www.nexusmods.com/morrowind/mods/56480,,,
UI modes,https://modding-openmw.gitlab.io/ui-modes/,,,
OpenMW Dynamic Ambient Visual Effects,https://www.nexusmods.com/morrowind/mods/55572,,,
RUN!,https://modding-openmw.gitlab.io/run/,,,
Immersive Travel OpenMW,https://gitlab.com/gbtb/immersive-travel-openmw,,,
Shields Up (OpenMW),https://www.nexusmods.com/morrowind/mods/56478,,,
OpenMW Quest Menu,https://www.nexusmods.com/morrowind/mods/56273,,,
S3maphore - OpenMW Music Management from the Future,https://www.nexusmods.com/morrowind/mods/56836,,,
Potion Thrower for OpenMW,https://www.nexusmods.com/morrowind/mods/56825,,,
Zerkish Hotkeys Improved (For OpenMW),https://www.nexusmods.com/morrowind/mods/56583,,,
SM Masque Clavicus Vile Replacer,https://www.nexusmods.com/morrowind/mods/56897,,,
omnipresence (openmw),https://www.nexusmods.com/morrowind/mods/56867,,,
Bardcraft (OpenMW),https://www.nexusmods.com/morrowind/mods/56814,,,
Boss Overhaul - Dagoth Ur,https://www.nexusmods.com/morrowind/mods/56809,,,
Building Up Uvirith's Grave v1.0 - 2025 Big Fixes,https://www.nexusmods.com/morrowind/mods/56736,,,
Zerkish AutoSave (For OpenMW),https://www.nexusmods.com/morrowind/mods/56718,,,
Stacked Stats Window for OpenMW,https://www.nexusmods.com/morrowind/mods/56639,,,
OpenMW Full Body Awareness,https://www.nexusmods.com/morrowind/mods/56625,,,
Sorry We're Closed - Nighttime Service Refusal,https://www.nexusmods.com/morrowind/mods/56629,,,
Lucid Disturbing Dreams,https://www.nexusmods.com/morrowind/mods/55705,,,
Hit Reactions Animated -- OpenMW,https://www.nexusmods.com/morrowind/mods/56594,,,
(OpenMW 0.49) Pickpocket Overhaul for QuickLoot,https://www.nexusmods.com/morrowind/mods/56596,,,
Lua Physics Engine -- OpenMW,https://www.nexusmods.com/morrowind/mods/56589,,,
voshond's MapKey (OpenMW),https://www.nexusmods.com/morrowind/mods/56533,,,
OpenMW Fortify Health Fix,https://www.nexusmods.com/morrowind/mods/56523,,,
OpenMW Fortify Nerf,https://www.nexusmods.com/morrowind/mods/56524,,,
Analog Film Shaders for OpenMW,https://www.nexusmods.com/morrowind/mods/56507,,,
Rhymer's Lockpicks,https://www.nexusmods.com/morrowind/mods/56502,,,
Tamriel Rebuilt - Grasping Fortune - Fully Voiced,https://www.nexusmods.com/morrowind/mods/56488,,,
Thirty-Six - Playable Dice Game,https://www.nexusmods.com/morrowind/mods/56475,,,
Torch Hotkey for OpenMW 0.49,https://www.nexusmods.com/morrowind/mods/56995,,,
(OpenMW 0.49) EasySpeechcraft,https://www.nexusmods.com/morrowind/mods/57054?tab=description,,,
(OpenMW 0.49) Fix Mercantile Exploit,https://www.nexusmods.com/morrowind/mods/57047,,,
(OpenMW 0.49) EasyHarvest,https://www.nexusmods.com/morrowind/mods/57039,,,
Place Stacks,https://www.nexusmods.com/morrowind/mods/57067,,,
Zoom To See (OpenMW 0.49),https://www.nexusmods.com/morrowind/mods/57046,,,
Photo Mode for OpenMW 0.49,https://www.nexusmods.com/morrowind/mods/57040,,,
Alternative Dwemer Plans And Schematics,https://www.nexusmods.com/morrowind/mods/57045,,,
SM Greater Bonewalker Replacer Overhaul,https://www.nexusmods.com/morrowind/mods/57071,,,
 S3LightFixes,https://github.com/magicaldave/S3LightFixes/releases,,,
(OpenMW 0.49) Disenchanting,https://www.nexusmods.com/morrowind/mods/57068,,,
The Dark Project,https://gitlab.com/modding-openmw/thedarkproject,,,
Burglary Overhaul,https://www.nexusmods.com/morrowind/mods/56965,,,
Actors Can Overcome Obstacles (OpenMW),https://www.nexusmods.com/morrowind/mods/57167,,,
(OpenMW) Simply Mining,https://www.nexusmods.com/morrowind/mods/57177,,,
Truly Constant Effects (OpenMW),https://www.nexusmods.com/morrowind/mods/57175,,,
Smooth Zoom ( OpenMW ),https://www.nexusmods.com/morrowind/mods/57116,,,
Radiant Theft Quests,https://www.nexusmods.com/morrowind/mods/57149,,,
(OpenMW) Crafting Framework,https://www.nexusmods.com/morrowind/mods/57247,,,
(OpenMW) Simply Crafting,https://www.nexusmods.com/morrowind/mods/57248,,,
Poison Weapons (openMW),https://www.nexusmods.com/morrowind/mods/57257,,,
Better Potion Icons (OpenMW),https://www.nexusmods.com/morrowind/mods/57278,,,
Better Scroll Icons (OpenMW),https://www.nexusmods.com/morrowind/mods/57260,,,
Ebonheart Underworks - Fully Voiced,https://www.nexusmods.com/morrowind/mods/57227,,,
Skyrim Home of the Nords - Fully Voiced,https://www.nexusmods.com/morrowind/mods/57346,,,
Disable Vanity Camera (OpenMW edition),https://www.nexusmods.com/morrowind/mods/58101,,,
Actor Interactions - OpenMW,https://www.nexusmods.com/morrowind/mods/57955,,,
HUD Weapon Charge (For OpenMW),https://www.nexusmods.com/morrowind/mods/57856,,,
Loadouts - OpenMW,https://www.nexusmods.com/morrowind/mods/57845,,,
Of Bead and Feather (OpenMW),https://www.nexusmods.com/morrowind/mods/57782,,,
Stats Window Extender (OpenMW),https://www.nexusmods.com/morrowind/mods/57727,,,
Urnlings,https://www.nexusmods.com/morrowind/mods/56785,,,
QuickSelect Ultimate - OpenMW (Full Gamepad - Keyboard - Mouse support),https://www.nexusmods.com/morrowind/mods/57590,,,
Daedra Use Bound Equipment for OpenMW,https://www.nexusmods.com/morrowind/mods/57698,,,
Soulless Summons,https://www.nexusmods.com/morrowind/mods/57706,,,
Spells Bookmarks - OpenMW,https://www.nexusmods.com/morrowind/mods/57501,,,
Balmora - A Modern Font Replacer,https://www.nexusmods.com/morrowind/mods/57343,,,
Smart Interface Menu Opening (SIMO) - Open MW,https://www.nexusmods.com/morrowind/mods/57140,,,
Show Gold Amount (SGA) - Open MW,https://www.nexusmods.com/morrowind/mods/57105,,,
(OpenMW) Better Elemental Shields,https://www.nexusmods.com/morrowind/mods/57915,,,
(OpenMW) Combat360,https://www.nexusmods.com/morrowind/mods/57853,,,
(OpenMW) Leave The Lights Off,https://www.nexusmods.com/morrowind/mods/57510,,,
(OpenMW) Until Healed Fix,https://www.nexusmods.com/morrowind/mods/57508,,,
(OpenMW) Worthless soulgems,https://www.nexusmods.com/morrowind/mods/57073,,,
(OpenMW) Fitting Soulgems,https://www.nexusmods.com/morrowind/mods/57405,,,
(OpenMW) Pure Lua Multi Mark,https://www.nexusmods.com/morrowind/mods/57313,,,
(OpenMW) Simply Crafting,https://www.nexusmods.com/morrowind/mods/57248,,,
(OpenMW) Crafting Framework,https://www.nexusmods.com/morrowind/mods/57247,,,
SimplyCrafting Jewelry and Transmuting,https://www.nexusmods.com/morrowind/mods/57240,,,
(OpenMW) Crafting Framework - Crafting Materials,https://www.nexusmods.com/morrowind/mods/57687,,,
(OpenMW) Crafting Framework - Nordic And Stalhrim,https://www.nexusmods.com/morrowind/mods/57681,,,
Crafting the Dwemer Armor of the Wastelands,https://www.nexusmods.com/morrowind/mods/57537,,,
SM Dwemer Armor of Wastelands,https://www.nexusmods.com/morrowind/mods/57517,,,
SM Masque Clavicus Vile Replacer,https://www.nexusmods.com/morrowind/mods/56897,,,
Crafting the Telvanni Magister Robes,https://www.nexusmods.com/morrowind/mods/57296,,,
Dubious Miscellaneous Crafting Assemblage - for OpenMW Crafting Framework,https://www.nexusmods.com/morrowind/mods/57565,,,
